case_id,activity,resource,timestamp
Case 1086,take in charge ticket,Value 1,2012-07-24 07:43:06
Case 1086,resolve ticket,Value 1,2012-07-30 09:52:47
Case 1086,closed,Value 5,2012-09-08 07:51:51
Case 1087,assign seriousness,Value 13,2013-01-28 11:21:15
Case 1087,take in charge ticket,Value 2,2013-01-28 15:44:24
Case 1087,wait,Value 1,2013-01-29 15:31:26
Case 1087,resolve ticket,Value 1,2013-01-30 14:02:01
Case 1087,take in charge ticket,Value 4,2013-02-13 10:47:06
Case 1087,resolve ticket,Value 4,2013-02-13 11:23:44
Case 1087,closed,Value 3,2013-02-28 11:24:00
Case 1088,assign seriousness,Value 2,2013-04-02 12:24:40
Case 1088,resolve ticket,Value 1,2013-04-18 09:24:14
Case 1088,resolve ticket,Value 1,2013-04-18 09:24:14
Case 1088,closed,Value 3,2013-05-03 09:24:29
Case 1089,assign seriousness,Value 8,2011-03-10 14:37:52
Case 1089,take in charge ticket,Value 8,2011-03-10 14:38:31
Case 1089,wait,Value 2,2011-03-10 14:44:28
Case 1089,take in charge ticket,Value 2,2011-03-30 10:26:44
Case 1089,resolve ticket,Value 2,2011-03-30 10:26:55
Case 1089,closed,Value 5,2011-04-29 10:27:10
Case 109,assign seriousness,Value 14,2010-09-24 15:35:31
Case 109,take in charge ticket,Value 9,2010-09-27 09:11:48
Case 109,wait,Value 9,2010-09-28 08:31:41
Case 109,take in charge ticket,Value 9,2010-11-08 09:33:36
Case 109,resolve ticket,Value 9,2010-11-08 09:33:57
Case 109,closed,Value 5,2010-11-23 09:34:09
Case 1090,assign seriousness,Value 4,2012-05-28 14:40:01
Case 1090,take in charge ticket,Value 1,2012-05-30 10:47:50
Case 1090,resolve ticket,Value 1,2012-05-30 14:02:45
Case 1090,resolve ticket,Value 1,2012-05-30 14:02:45
Case 1090,closed,Value 5,2012-06-28 14:50:42
Case 1091,take in charge ticket,Value 1,2011-11-22 11:03:51
Case 1091,wait,Value 13,2011-11-23 10:43:12
Case 1091,resolve ticket,Value 13,2011-12-02 13:30:54
Case 1091,closed,Value 5,2011-12-24 14:00:27
Case 1092,assign seriousness,Value 1,2012-07-12 13:22:39
Case 1092,resolve ticket,Value 1,2012-07-12 13:58:17
Case 1092,closed,Value 5,2012-09-03 13:30:39
Case 1093,assign seriousness,Value 2,2012-01-13 16:27:38
Case 1093,resolve ticket,Value 2,2012-01-13 16:34:53
Case 1093,closed,Value 5,2012-02-17 16:30:54
Case 1094,assign seriousness,Value 4,2012-06-13 07:45:34
Case 1094,take in charge ticket,Value 13,2012-06-13 10:27:30
Case 1094,resolve ticket,Value 13,2012-06-18 14:50:52
Case 1094,closed,Value 5,2012-07-27 07:50:32
Case 1095,assign seriousness,Value 1,2011-09-26 15:01:58
Case 1095,assign seriousness,Value 2,2011-09-28 15:28:26
Case 1095,resolve ticket,Value 2,2011-09-28 15:28:35
Case 1095,closed,Value 5,2011-11-11 16:12:58
Case 1096,assign seriousness,Value 1,2012-11-21 16:09:29
Case 1096,take in charge ticket,Value 1,2012-11-27 13:09:39
Case 1096,resolve ticket,Value 1,2012-12-12 09:44:27
Case 1096,closed,Value 3,2012-12-27 09:44:41
Case 1097,assign seriousness,Value 2,2010-04-08 13:02:28
Case 1097,take in charge ticket,Value 2,2010-04-08 13:02:52
Case 1097,create sw anomaly,Value 2,2010-04-09 09:34:14
Case 1097,resolve ticket,Value 2,2010-05-03 15:25:42
Case 1097,take in charge ticket,Value 6,2010-05-06 07:41:12
Case 1097,resolve ticket,Value 12,2010-05-06 13:36:31
Case 1097,closed,Value 5,2010-05-21 13:36:47
Case 1098,assign seriousness,Value 6,2011-07-08 13:48:51
Case 1098,assign seriousness,Value 2,2011-07-13 16:01:04
Case 1098,take in charge ticket,Value 13,2011-07-13 16:01:28
Case 1098,resolve ticket,Value 13,2011-07-21 15:51:24
Case 1098,closed,Value 5,2011-08-10 13:50:19
Case 1099,assign seriousness,Value 14,2010-06-23 15:01:22
Case 1099,take in charge ticket,Value 16,2010-06-28 11:07:41
Case 1099,resolve ticket,Value 16,2010-06-28 11:08:00
Case 1099,closed,Value 5,2010-08-06 15:11:06
Case 11,assign seriousness,Value 4,2011-12-21 15:24:41
Case 11,take in charge ticket,Value 4,2011-12-21 15:25:34
Case 11,resolve ticket,Value 4,2011-12-22 09:55:43
Case 11,closed,Value 5,2012-01-21 15:30:31
Case 110,assign seriousness,Value 8,2010-12-16 09:33:24
Case 110,take in charge ticket,Value 6,2010-12-16 09:40:25
Case 110,resolve ticket,Value 17,2010-12-16 15:52:50
Case 110,closed,Value 5,2011-02-13 09:40:36
Case 1100,assign seriousness,Value 2,2010-10-22 12:35:14
Case 1100,take in charge ticket,Value 2,2010-10-22 12:40:36
Case 1100,wait,Value 2,2010-10-26 10:16:18
Case 1100,take in charge ticket,Value 2,2010-11-05 14:10:58
Case 1100,resolve ticket,Value 2,2010-11-05 14:11:21
Case 1100,closed,Value 5,2010-12-04 15:41:48
Case 1101,assign seriousness,Value 4,2012-08-02 09:12:34
Case 1101,take in charge ticket,Value 4,2012-08-02 09:14:39
Case 1101,resolve ticket,Value 4,2012-08-10 14:50:38
Case 1101,closed,Value 5,2012-09-09 14:51:02
Case 1102,assign seriousness,Value 1,2012-07-31 13:05:19
Case 1102,take in charge ticket,Value 1,2012-07-31 15:14:45
Case 1102,resolve ticket,Value 4,2012-08-07 10:53:38
Case 1102,resolve ticket,Value 4,2012-08-07 10:53:39
Case 1102,closed,Value 5,2012-09-07 13:11:10
Case 1103,assign seriousness,Value 1,2012-07-26 10:09:20
Case 1103,take in charge ticket,Value 6,2012-07-26 10:22:56
Case 1103,resolve ticket,Value 6,2012-07-27 08:54:16
Case 1103,closed,Value 5,2012-09-08 10:10:41
Case 1104,assign seriousness,Value 1,2012-12-14 15:08:04
Case 1104,take in charge ticket,Value 2,2013-01-02 09:05:43
Case 1104,resolve ticket,Value 4,2013-01-23 09:39:01
Case 1104,closed,Value 3,2013-02-07 09:39:18
Case 1105,assign seriousness,Value 4,2011-10-18 12:06:24
Case 1105,assign seriousness,Value 6,2011-10-18 13:17:30
Case 1105,assign seriousness,Value 6,2011-10-18 13:17:31
Case 1105,take in charge ticket,Value 9,2011-10-20 07:45:22
Case 1105,resolve ticket,Value 9,2011-10-20 08:14:31
Case 1105,resolve ticket,Value 9,2011-10-20 08:14:31
Case 1105,closed,Value 5,2011-12-10 13:10:36
Case 1106,assign seriousness,Value 2,2012-07-18 08:23:30
Case 1106,take in charge ticket,Value 2,2012-07-18 08:23:42
Case 1106,resolve ticket,Value 2,2012-07-18 12:24:11
Case 1106,closed,Value 5,2012-09-02 08:30:17
Case 1107,assign seriousness,Value 1,2011-10-13 07:17:13
Case 1107,take in charge ticket,Value 9,2011-10-14 12:41:30
Case 1107,resolve ticket,Value 9,2011-10-14 13:22:09
Case 1107,closed,Value 5,2011-11-15 08:20:41
Case 1108,assign seriousness,Value 8,2011-03-01 08:24:41
Case 1108,take in charge ticket,Value 8,2011-03-01 08:25:14
Case 1108,resolve ticket,Value 2,2011-03-01 11:29:13
Case 1108,closed,Value 5,2011-04-03 07:31:40
Case 1109,assign seriousness,Value 14,2013-04-19 14:15:35
Case 1109,take in charge ticket,Value 9,2013-04-26 10:01:22
Case 1109,wait,Value 9,2013-04-29 10:35:28
Case 1109,resolve ticket,Value 9,2013-05-06 07:34:25
Case 1109,closed,Value 3,2013-05-21 07:34:36
Case 111,assign seriousness,Value 9,2010-06-29 14:00:48
Case 111,take in charge ticket,Value 9,2010-06-29 15:16:26
Case 111,resolve ticket,Value 9,2010-06-30 08:05:04
Case 111,take in charge ticket,Value 9,2010-06-30 14:19:00
Case 111,wait,Value 9,2010-07-01 09:00:03
Case 111,take in charge ticket,Value 9,2010-07-02 14:07:18
Case 111,resolve ticket,Value 9,2010-07-02 14:08:52
Case 111,closed,Value 5,2010-08-05 14:10:24
Case 1110,assign seriousness,Value 9,2013-07-10 09:39:15
Case 1110,take in charge ticket,Value 9,2013-07-10 09:41:19
Case 1110,wait,Value 9,2013-07-10 09:41:34
Case 1110,resolve ticket,Value 9,2013-07-26 08:17:04
Case 1110,closed,Value 3,2013-08-10 08:17:19
Case 1111,assign seriousness,Value 1,2012-11-29 10:43:04
Case 1111,take in charge ticket,Value 16,2012-12-05 10:33:55
Case 1111,wait,Value 16,2012-12-05 11:39:21
Case 1111,take in charge ticket,Value 11,2012-12-27 08:16:33
Case 1111,resolve ticket,Value 11,2012-12-27 08:17:41
Case 1111,closed,Value 3,2013-01-11 08:18:00
Case 1112,assign seriousness,Value 1,2012-07-31 14:43:10
Case 1112,take in charge ticket,Value 6,2012-08-02 08:22:59
Case 1112,wait,Value 10,2012-08-14 10:57:41
Case 1112,wait,Value 16,2012-08-22 15:06:48
Case 1112,resolve ticket,Value 16,2012-09-06 14:38:27
Case 1112,closed,Value 3,2012-09-21 14:38:38
Case 1113,assign seriousness,Value 14,2013-10-15 15:19:24
Case 1113,take in charge ticket,Value 18,2013-10-16 13:05:01
Case 1113,wait,Value 18,2013-10-16 14:07:54
Case 1113,resolve ticket,Value 18,2013-11-19 08:23:59
Case 1113,closed,Value 3,2013-12-04 08:24:18
Case 1114,assign seriousness,Value 8,2011-05-25 09:38:13
Case 1114,take in charge ticket,Value 8,2011-05-25 09:38:37
Case 1114,wait,Value 8,2011-05-26 08:43:14
Case 1114,take in charge ticket,Value 8,2011-06-01 09:54:03
Case 1114,take in charge ticket,Value 2,2011-06-07 07:44:55
Case 1114,wait,Value 9,2011-06-07 10:32:28
Case 1114,take in charge ticket,Value 2,2011-06-07 14:24:59
Case 1114,wait,Value 2,2011-06-07 14:28:58
Case 1114,take in charge ticket,Value 2,2011-06-22 13:01:13
Case 1114,resolve ticket,Value 2,2011-06-22 13:02:19
Case 1114,closed,Value 5,2011-07-07 13:02:33
Case 1115,assign seriousness,Value 1,2012-02-28 10:47:09
Case 1115,take in charge ticket,Value 1,2012-02-28 10:47:25
Case 1115,resolve ticket,Value 1,2012-02-28 16:40:58
Case 1115,closed,Value 5,2012-04-14 09:51:26
Case 1116,assign seriousness,Value 4,2012-07-30 15:42:21
Case 1116,take in charge ticket,Value 13,2012-07-31 15:23:18
Case 1116,resolve ticket,Value 13,2012-08-28 15:03:21
Case 1116,closed,Value 3,2012-09-12 15:03:35
Case 1117,assign seriousness,Value 4,2011-10-26 15:30:54
Case 1117,take in charge ticket,Value 10,2011-11-02 08:13:17
Case 1117,resolve ticket,Value 10,2011-11-02 08:13:25
Case 1117,closed,Value 5,2011-11-26 16:40:24
Case 1118,assign seriousness,Value 12,2011-09-05 14:28:02
Case 1118,assign seriousness,Value 7,2011-09-09 10:03:27
Case 1118,take in charge ticket,Value 2,2011-09-15 10:57:15
Case 1118,resolve ticket,Value 2,2011-09-15 15:06:12
Case 1118,closed,Value 5,2011-10-06 14:31:07
Case 1119,assign seriousness,Value 8,2011-05-26 08:26:22
Case 1119,take in charge ticket,Value 8,2011-05-26 08:26:50
Case 1119,resolve ticket,Value 11,2011-05-31 15:00:20
Case 1119,closed,Value 5,2011-07-09 08:30:30
Case 112,assign seriousness,Value 1,2011-10-06 07:50:55
Case 112,take in charge ticket,Value 13,2011-10-07 14:03:47
Case 112,resolve ticket,Value 13,2011-10-14 14:44:32
Case 112,closed,Value 5,2011-11-08 09:00:20
Case 1120,assign seriousness,Value 9,2012-01-05 08:26:10
Case 1120,take in charge ticket,Value 9,2012-01-05 08:26:27
Case 1120,resolve ticket,Value 9,2012-01-05 10:20:52
Case 1120,closed,Value 5,2012-02-12 08:31:29
Case 1121,assign seriousness,Value 2,2010-04-28 13:40:05
Case 1121,take in charge ticket,Value 2,2010-05-12 09:51:57
Case 1121,resolve ticket,Value 2,2010-05-12 09:52:03
Case 1121,closed,Value 5,2010-05-29 13:50:19
Case 1122,assign seriousness,Value 1,2012-07-31 07:20:05
Case 1122,take in charge ticket,Value 1,2012-07-31 07:20:14
Case 1122,resolve ticket,Value 1,2012-07-31 10:24:45
Case 1122,closed,Value 5,2012-09-07 07:30:20
Case 1123,assign seriousness,Value 2,2010-11-16 10:40:24
Case 1123,take in charge ticket,Value 2,2010-11-16 10:40:56
Case 1123,resolve ticket,Value 2,2010-11-16 11:32:57
Case 1123,closed,Value 5,2010-12-30 10:50:27
Case 1124,assign seriousness,Value 4,2013-02-06 11:13:49
Case 1124,take in charge ticket,Value 11,2013-02-21 09:04:45
Case 1124,resolve ticket,Value 17,2013-02-22 14:29:36
Case 1124,closed,Value 3,2013-03-09 14:29:52
Case 1125,assign seriousness,Value 1,2012-05-17 14:34:02
Case 1125,take in charge ticket,Value 9,2012-05-17 15:07:53
Case 1125,resolve ticket,Value 9,2012-05-18 14:22:22
Case 1125,closed,Value 5,2012-06-19 14:41:18
Case 1126,assign seriousness,Value 1,2012-01-10 13:31:21
Case 1126,resolve ticket,Value 4,2012-01-13 08:28:55
Case 1126,resolve ticket,Value 4,2012-01-13 08:28:56
Case 1126,closed,Value 5,2012-02-10 13:41:18
Case 1127,assign seriousness,Value 4,2012-01-18 09:39:21
Case 1127,take in charge ticket,Value 13,2012-01-18 11:23:37
Case 1127,resolve ticket,Value 13,2012-01-18 14:14:02
Case 1127,closed,Value 5,2012-02-18 09:40:18
Case 1128,assign seriousness,Value 1,2012-04-11 12:51:59
Case 1128,take in charge ticket,Value 1,2012-04-11 12:52:12
Case 1128,resolve ticket,Value 2,2012-04-16 09:54:56
Case 1128,closed,Value 5,2012-05-12 13:00:18
Case 1129,assign seriousness,Value 18,2013-11-25 13:18:40
Case 1129,take in charge ticket,Value 9,2013-12-09 14:29:08
Case 1129,wait,Value 9,2013-12-09 16:33:59
Case 1129,take in charge ticket,Value 11,2013-12-11 10:21:24
Case 1129,resolve ticket,Value 9,2013-12-18 09:49:09
Case 1129,closed,Value 3,2014-01-02 09:49:27
Case 113,insert ticket,Value 12,2010-05-06 15:51:48
Case 113,assign seriousness,Value 6,2010-05-24 10:23:15
Case 113,take in charge ticket,Value 12,2010-05-25 13:48:24
Case 113,resolve ticket,Value 12,2010-05-25 14:11:28
Case 113,closed,Value 5,2010-06-09 14:11:39
Case 1130,assign seriousness,Value 2,2010-02-09 16:07:04
Case 1130,take in charge ticket,Value 2,2010-02-09 16:07:11
Case 1130,resolve ticket,Value 2,2010-02-09 16:07:18
Case 1130,closed,Value 5,2010-03-29 15:11:23
Case 1131,assign seriousness,Value 1,2012-03-28 09:03:55
Case 1131,take in charge ticket,Value 1,2012-03-28 09:04:21
Case 1131,resolve ticket,Value 1,2012-03-28 09:08:00
Case 1131,closed,Value 5,2012-04-28 09:10:22
Case 1132,assign seriousness,Value 1,2012-01-11 10:52:28
Case 1132,take in charge ticket,Value 6,2012-01-11 13:40:05
Case 1132,resolve ticket,Value 17,2012-01-18 15:15:37
Case 1132,closed,Value 5,2012-02-24 11:00:23
Case 1133,assign seriousness,Value 1,2012-01-18 10:23:55
Case 1133,take in charge ticket,Value 1,2012-01-18 10:24:06
Case 1133,resolve ticket,Value 1,2012-01-18 13:50:24
Case 1133,closed,Value 5,2012-03-04 10:31:13
Case 1134,assign seriousness,Value 1,2012-07-17 07:22:25
Case 1134,take in charge ticket,Value 1,2012-07-17 07:22:33
Case 1134,resolve ticket,Value 1,2012-07-17 12:52:35
Case 1134,closed,Value 5,2012-09-01 08:14:21
Case 1135,assign seriousness,Value 9,2012-06-08 08:03:05
Case 1135,take in charge ticket,Value 9,2012-06-08 08:03:28
Case 1135,require upgrade,Value 9,2012-06-14 07:56:56
Case 1135,resolve ticket,Value 9,2012-07-13 13:19:37
Case 1135,closed,Value 5,2012-07-28 13:19:53
Case 1136,assign seriousness,Value 1,2012-06-12 08:23:44
Case 1136,resolve ticket,Value 1,2012-06-15 06:56:23
Case 1136,closed,Value 5,2012-07-26 08:30:38
Case 1137,assign seriousness,Value 13,2012-06-18 10:44:18
Case 1137,take in charge ticket,Value 13,2012-06-18 14:46:31
Case 1137,resolve ticket,Value 13,2012-06-18 14:46:46
Case 1137,closed,Value 5,2012-08-03 10:50:34
Case 1138,assign seriousness,Value 1,2012-01-09 16:23:38
Case 1138,take in charge ticket,Value 1,2012-01-09 16:23:57
Case 1138,resolve ticket,Value 13,2012-01-17 11:49:33
Case 1138,closed,Value 5,2012-03-08 16:30:40
Case 1139,assign seriousness,Value 4,2011-12-13 15:51:46
Case 1139,take in charge ticket,Value 4,2011-12-13 15:52:10
Case 1139,resolve ticket,Value 4,2011-12-13 16:57:49
Case 1139,closed,Value 5,2012-01-13 16:00:22
Case 114,assign seriousness,Value 1,2013-09-11 12:51:59
Case 114,take in charge ticket,Value 1,2013-09-11 12:52:24
Case 114,wait,Value 9,2013-09-25 12:28:56
Case 114,take in charge ticket,Value 1,2013-10-01 12:14:10
Case 114,wait,Value 1,2013-10-07 07:20:45
Case 114,resolve ticket,Value 1,2013-10-07 10:35:46
Case 114,closed,Value 3,2013-10-22 10:36:06
Case 1140,assign seriousness,Value 14,2011-01-19 09:17:21
Case 1140,take in charge ticket,Value 9,2011-01-25 10:28:10
Case 1140,wait,Value 2,2011-01-25 16:33:05
Case 1140,take in charge ticket,Value 2,2011-02-09 11:37:25
Case 1140,resolve ticket,Value 2,2011-02-09 11:37:34
Case 1140,closed,Value 5,2011-03-05 14:20:39
Case 1141,assign seriousness,Value 12,2010-08-11 12:41:35
Case 1141,take in charge ticket,Value 9,2010-08-30 15:03:37
Case 1141,wait,Value 9,2010-08-30 15:04:04
Case 1141,take in charge ticket,Value 9,2010-09-13 08:50:59
Case 1141,wait,Value 9,2010-09-13 08:51:37
Case 1141,take in charge ticket,Value 5,2010-09-13 10:33:01
Case 1141,wait,Value 5,2010-09-13 10:33:06
Case 1141,take in charge ticket,Value 5,2010-09-13 10:33:18
Case 1141,wait,Value 5,2010-09-13 10:33:27
Case 1141,take in charge ticket,Value 2,2010-09-20 09:04:20
Case 1141,resolve ticket,Value 2,2010-09-20 09:04:28
Case 1141,closed,Value 5,2010-10-05 09:04:36
Case 1142,assign seriousness,Value 1,2013-03-05 16:34:50
Case 1142,take in charge ticket,Value 1,2013-03-22 09:23:52
Case 1142,wait,Value 10,2013-03-25 09:47:35
Case 1142,require upgrade,Value 10,2013-03-25 09:47:53
Case 1142,wait,Value 10,2013-04-16 07:20:48
Case 1142,resolve ticket,Value 10,2013-04-18 07:23:12
Case 1142,closed,Value 3,2013-05-03 07:23:28
Case 1143,assign seriousness,Value 4,2012-07-23 11:01:18
Case 1143,take in charge ticket,Value 4,2012-07-23 15:01:05
Case 1143,resolve ticket,Value 4,2012-07-25 08:28:00
Case 1143,closed,Value 5,2012-09-14 11:00:39
Case 1144,assign seriousness,Value 1,2013-02-14 11:50:14
Case 1144,resolve ticket,Value 1,2013-02-15 10:53:03
Case 1144,take in charge ticket,Value 1,2013-02-21 08:06:25
Case 1144,require upgrade,Value 2,2013-03-07 14:05:52
Case 1144,resolve ticket,Value 2,2013-03-07 16:50:42
Case 1144,closed,Value 3,2013-03-22 16:50:54
Case 1145,assign seriousness,Value 1,2012-10-16 08:57:53
Case 1145,take in charge ticket,Value 9,2012-11-08 08:16:41
Case 1145,wait,Value 9,2012-11-08 08:28:57
Case 1145,resolve ticket,Value 9,2012-11-08 13:34:25
Case 1145,closed,Value 3,2012-11-23 13:34:43
Case 1146,assign seriousness,Value 2,2011-04-04 10:13:39
Case 1146,take in charge ticket,Value 2,2011-04-04 10:14:04
Case 1146,resolve ticket,Value 2,2011-04-04 10:16:27
Case 1146,closed,Value 5,2011-05-05 10:20:21
Case 1147,assign seriousness,Value 8,2011-01-11 11:54:55
Case 1147,take in charge ticket,Value 6,2011-01-14 08:33:59
Case 1147,resolve ticket,Value 6,2011-01-14 08:52:06
Case 1147,closed,Value 5,2011-03-11 12:00:54
Case 1148,assign seriousness,Value 14,2010-12-14 11:04:53
Case 1148,take in charge ticket,Value 14,2010-12-14 11:05:16
Case 1148,resolve ticket,Value 14,2010-12-14 11:05:33
Case 1148,closed,Value 5,2011-01-27 11:10:35
Case 1149,assign seriousness,Value 4,2011-10-25 07:25:02
Case 1149,take in charge ticket,Value 4,2011-10-25 07:26:54
Case 1149,resolve ticket,Value 2,2011-10-25 09:50:54
Case 1149,closed,Value 5,2011-12-08 08:31:06
Case 115,assign seriousness,Value 1,2013-02-14 11:54:22
Case 115,take in charge ticket,Value 2,2013-03-04 09:19:59
Case 115,wait,Value 4,2013-03-04 09:20:40
Case 115,wait,Value 4,2013-03-04 09:20:40
Case 115,resolve ticket,Value 4,2013-03-21 13:52:57
Case 115,closed,Value 3,2013-04-05 12:53:14
Case 1150,assign seriousness,Value 7,2010-10-11 08:44:04
Case 1150,take in charge ticket,Value 2,2010-10-11 15:25:04
Case 1150,resolve ticket,Value 2,2010-10-11 15:25:54
Case 1150,closed,Value 5,2010-11-11 09:50:24
Case 1151,assign seriousness,Value 6,2010-05-24 16:34:26
Case 1151,take in charge ticket,Value 15,2010-06-29 16:11:34
Case 1151,resolve ticket,Value 15,2010-06-29 16:18:05
Case 1151,closed,Value 5,2010-07-14 16:18:25
Case 1152,assign seriousness,Value 2,2010-10-05 08:03:32
Case 1152,take in charge ticket,Value 2,2010-10-06 08:51:51
Case 1152,resolve ticket,Value 2,2010-10-06 08:59:12
Case 1152,closed,Value 5,2010-11-05 09:11:01
Case 1153,assign seriousness,Value 1,2012-01-10 15:57:01
Case 1153,take in charge ticket,Value 2,2012-01-16 08:53:10
Case 1153,wait,Value 2,2012-01-27 15:32:26
Case 1153,resolve ticket,Value 2,2012-01-31 17:04:22
Case 1153,closed,Value 5,2012-03-01 17:04:42
Case 1154,assign seriousness,Value 1,2012-05-21 07:18:26
Case 1154,wait,Value 1,2012-05-21 07:19:22
Case 1154,take in charge ticket,Value 1,2012-05-21 07:26:51
Case 1154,resolve ticket,Value 1,2012-05-21 08:22:00
Case 1154,resolve ticket,Value 1,2012-05-21 08:22:01
Case 1154,closed,Value 5,2012-06-21 07:30:37
Case 1155,assign seriousness,Value 9,2010-09-16 12:40:30
Case 1155,take in charge ticket,Value 2,2010-09-22 13:06:53
Case 1155,wait,Value 2,2010-09-23 08:55:05
Case 1155,take in charge ticket,Value 2,2010-09-30 13:01:01
Case 1155,resolve ticket,Value 2,2010-09-30 13:01:10
Case 1155,closed,Value 5,2010-11-14 14:01:36
Case 1156,assign seriousness,Value 14,2013-11-04 14:54:01
Case 1156,take in charge ticket,Value 2,2013-11-20 08:38:45
Case 1156,wait,Value 2,2013-11-20 09:10:39
Case 1156,resolve ticket,Value 2,2013-12-19 10:02:24
Case 1156,closed,Value 3,2014-01-03 10:02:38
Case 1157,assign seriousness,Value 1,2011-09-14 15:45:59
